COUNTRY,iso3,year,dj_expression,wdj_expression,v2x_freexp,defacto_merge_status,defacto_unmatched_reason,country_name,country_id,defacto_first_year,defacto_last_year
ASEAN,ASEAN,1946,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1947,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1948,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1949,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1950,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1951,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1952,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1953,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1954,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1955,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1956,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1957,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1958,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1959,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1960,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1961,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1962,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1963,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1964,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1965,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1966,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1967,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1968,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1969,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1970,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1971,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1972,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1973,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1974,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1975,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1976,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1977,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1978,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1979,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1980,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1981,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1982,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1983,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1984,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1985,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1986,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1987,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1988,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1989,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1990,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1991,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1992,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1993,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1994,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1995,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1996,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1997,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1998,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,1999,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2000,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2001,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2002,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2003,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2004,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2005,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2006,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2007,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2008,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2009,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2010,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2011,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2012,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2013,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2014,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2015,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2016,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2017,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2018,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2019,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2020,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2021,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2022,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2023,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2024,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
ASEAN,ASEAN,2025,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1894,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1895,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1896,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1897,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1898,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1899,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1900,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1901,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1902,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1903,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1904,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1905,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1906,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1907,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1908,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1909,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1910,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1911,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1912,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1913,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1914,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1915,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1916,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1917,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1918,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1919,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1920,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1921,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1922,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1923,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1924,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1925,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1926,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1927,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1928,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1929,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1930,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1931,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1932,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1933,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1934,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1935,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1936,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1937,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1938,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1939,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1940,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1941,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1942,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1943,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1944,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1945,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1946,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1947,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1948,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1949,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1950,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1951,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1952,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1953,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1954,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1955,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1956,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1957,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1958,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1959,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1960,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1961,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1962,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1963,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1964,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1965,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1966,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1967,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1968,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1969,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1970,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1971,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1972,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1973,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1974,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1975,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1976,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1977,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1978,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1979,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1980,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1981,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1982,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1983,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1984,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1985,0.0,0.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1986,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1987,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1988,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1989,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1990,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1991,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1992,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1993,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1994,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1995,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
African Union,AU,1996,1.0,1.0,,unmatched_expected_no_defacto_entity,aggregate/non-country code not in defacto data,,,,
