"","COUNTRY","iso3","year","de_jure","weighted_de_jure","pos_total","neg_total","de_jure_count_C","de_jure_count_GOV.PROT","de_jure_count_I","de_jure_count_P","weighted_de_jure_count_C","weighted_de_jure_count_GOV.PROT","weighted_de_jure_count_I","weighted_de_jure_count_P","de_jure_C","de_jure_GOV.PROT","de_jure_I","de_jure_P","weighted_de_jure_C","weighted_de_jure_GOV.PROT","weighted_de_jure_I","weighted_de_jure_P","pos_sum_C","pos_sum_GOV.PROT","pos_sum_I","pos_sum_P","neg_sum_C","neg_sum_GOV.PROT","neg_sum_I","neg_sum_P","legal_rule_count_C","legal_rule_count_GOV.PROT","legal_rule_count_I","legal_rule_count_P","de_jure_total","weighted_de_jure_total","legal_rule_count_total","de_jure_count_EXPRESSION","de_jure_count_OBLIGATION","weighted_de_jure_count_EXPRESSION","weighted_de_jure_count_OBLIGATION","de_jure_EXPRESSION","de_jure_OBLIGATION","weighted_de_jure_EXPRESSION","weighted_de_jure_OBLIGATION","pos_sum_EXPRESSION","pos_sum_OBLIGATION","neg_sum_EXPRESSION","neg_sum_OBLIGATION","legal_rule_count_EXPRESSION","legal_rule_count_OBLIGATION","APPEAL_NONREG","APPEAL_NONREG_CRISIS","APPEAL_REG","APPEAL_REG_CRISIS","C_DISINFO_GEN","C_DISINFO_GEN_CRISIS","C_DISINFO_GEN_DIGI","C_DISINFO_ICCPR","C_DISINFO_ICCPR_CRISIS","C_DISINFO_ICCPR_DIGI","C_DISINFO_NON-ICCPR","C_DISINFO_NON-ICCPR_CRISIS","C_DISINFO_NON-ICCPR_DIGI","C_EXPRESS_ICCPR","C_EXPRESS_ICCPR_CRISIS","C_EXPRESS_ICCPR_DIGI","C_EXPRESS_ICCPR_GOVOFF","C_EXPRESS_NON-ICCPR","C_EXPRESS_NON-ICCPR_CRISIS","C_EXPRESS_NON-ICCPR_DIGI","C_MALINFO_GEN","C_MALINFO_GEN_CRISIS","C_MALINFO_GEN_DIGI","C_MISINFO_GEN","C_MISINFO_GEN_CRISIS","C_MISINFO_GEN_DIGI","C_MISINFO_ICCPR","C_MISINFO_ICCPR_CRISIS","C_MISINFO_ICCPR_DIGI","C_MISINFO_NON-ICCPR","C_MISINFO_NON-ICCPR_CRISIS","C_MISINFO_NON-ICCPR_DIGI","EXEMPTION_LEG","EXEMPTION_LEG_CRISIS","EXEMPTION_SEPLEG","EXEMPTION_SEPLEG_CRISIS","GOV_CENSOR","GOV_CENSOR_CRISIS","GOV_NOWARRANT","GOV_NOWARRANT_CRISIS","GOV_OVERSIGHT","GOV_OVERSIGHT_CRISIS","GOV_REGULATOR","GOV_REGULATOR_CRISIS","GOV_WARRANT","GOV_WARRANT_CRISIS","IM_CORRECT","IM_CORRECT_CRISIS","IM_DAILY","IM_DAILY_CRISIS","IM_DATA","IM_DATA_CRISIS","IM_DEPLATFORM","IM_DEPLATFORM_CRISIS","IM_EMERGENCY","IM_EMERGENCY_CRISIS","IM_FUNDING","IM_FUNDING_CRISIS","IM_LICENSE","IM_LICENSE_CRISIS","IM_OVERSIGHT","IM_OVERSIGHT_CRISIS","IM_PREVENTION","IM_PREVENTION_CRISIS","IM_PUBINTEREST","IM_PUBINTEREST_CRISIS","IM_REPORT","IM_REPORT_CRISIS","I_DISINFO_GEN","I_DISINFO_GEN_CRISIS","I_DISINFO_GEN_DIGI","I_DISINFO_ICCPR","I_DISINFO_ICCPR_CRISIS","I_DISINFO_ICCPR_DIGI","I_DISINFO_NON-ICCPR","I_DISINFO_NON-ICCPR_CRISIS","I_DISINFO_NON-ICCPR_DIGI","I_EXPRESS_ICCPR","I_EXPRESS_ICCPR_CRISIS","I_EXPRESS_ICCPR_DIGI","I_EXPRESS_NON-ICCPR","I_EXPRESS_NON-ICCPR_CRISIS","I_EXPRESS_NON-ICCPR_DIGI","I_MALINFO_GEN","I_MALINFO_GEN_CRISIS","I_MALINFO_GEN_DIGI","I_MISINFO_GEN","I_MISINFO_GEN_CRISIS","I_MISINFO_GEN_DIGI","I_MISINFO_ICCPR","I_MISINFO_ICCPR_CRISIS","I_MISINFO_ICCPR_DIGI","I_MISINFO_NON-ICCPR","I_MISINFO_NON-ICCPR_CRISIS","I_MISINFO_NON-ICCPR_DIGI","LAWSUIT_LAWSUIT","LAWSUIT_LAWSUIT_CRISIS","PRESS_CORRECT","PRESS_CORRECT_CRISIS","PRESS_FUNDING","PRESS_FUNDING_CRISIS","PRESS_LICENSE","PRESS_LICENSE_CRISIS","PRESS_OVERSIGHT","PRESS_OVERSIGHT_CRISIS","PRESS_REPORT","PRESS_REPORT_CRISIS","P_DISINFO_GEN","P_DISINFO_GEN_CRISIS","P_DISINFO_GEN_DIGI","P_DISINFO_ICCPR","P_DISINFO_ICCPR_CRISIS","P_DISINFO_ICCPR_DIGI","P_DISINFO_NON-ICCPR","P_DISINFO_NON-ICCPR_CRISIS","P_DISINFO_NON-ICCPR_DIGI","P_EXPRESS_ICCPR","P_EXPRESS_ICCPR_CRISIS","P_EXPRESS_ICCPR_DIGI","P_EXPRESS_NON-ICCPR","P_EXPRESS_NON-ICCPR_CRISIS","P_EXPRESS_NON-ICCPR_DIGI","P_MALINFO_GEN","P_MALINFO_GEN_CRISIS","P_MALINFO_GEN_DIGI","P_MISINFO_GEN","P_MISINFO_GEN_CRISIS","P_MISINFO_GEN_DIGI","P_MISINFO_ICCPR","P_MISINFO_ICCPR_CRISIS","P_MISINFO_ICCPR_DIGI","P_MISINFO_NON-ICCPR","P_MISINFO_NON-ICCPR_CRISIS","P_MISINFO_NON-ICCPR_DIGI","REG_RULES","REG_RULES_CRISIS"
"36","Bolivia","BOL",2011,1,0.981481481481482,6,0,6,0,0,0,5.88888888888889,0,0,0,1,0,0,0,0.981481481481482,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,5.88888888888889,6,6,0,5.88888888888889,0,1,0,0.981481481481482,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Botswana","BWA",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Botswana","BWA",2020,1,0.666666666666667,2,0,2,0,0,0,1.33333333333333,0,0,0,1,0,0,0,0.666666666666667,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1.33333333333333,2,2,0,1.33333333333333,0,1,0,0.666666666666667,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Cambodia","KHM",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Cambodia","KHM",2020,0.111111111111111,0.037037037037037,5,-4,0,-1,2,0,0,-0.833333333333333,1.16666666666667,0,0,-0.333333333333333,1,0,0,-0.277777777777778,0.583333333333333,0,1,1,2,1,-1,-2,0,-1,2,3,2,2,1,0.333333333333333,9,1,0,0.666666666666667,-0.333333333333333,0.2,0,0.133333333333333,-0.0833333333333333,3,2,-2,-2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Cameroon","CMR",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Cameroon","CMR",2016,-0.111111111111111,-0.111111111111111,4,-5,-1,0,0,0,-1,0,0,0,-0.111111111111111,0,0,0,-0.111111111111111,0,0,0,4,0,0,0,-5,0,0,0,9,0,0,0,-1,-1,9,-1,0,-1,0,-0.111111111111111,0,-0.111111111111111,0,4,0,-5,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Canada","CAN",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Canada","CAN",2018,1,0.777777777777778,1,0,1,0,0,0,0.777777777777778,0,0,0,1,0,0,0,0.777777777777778,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.777777777777778,1,1,0,0.777777777777778,0,1,0,0.777777777777778,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","Chad","TCD",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Chad","TCD",2014,1,0.733333333333333,5,0,0,1,4,0,0,1,2.66666666666667,0,0,1,1,0,0,1,0.666666666666667,0,0,1,4,0,0,0,0,0,0,1,4,0,5,3.66666666666667,5,0,5,0,3.66666666666667,0,1,0,0.733333333333333,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Chile","CHL",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Chile","CHL",2001,1,0.920634920634921,13,1,4,3,1,6,4,3,0.666666666666667,5.22222222222222,1,1,1,1,1,1,0.666666666666667,0.87037037037037,4,2,1,6,0,1,0,0,4,3,1,6,14,12.8888888888889,14,8,6,7.55555555555556,5.33333333333333,1,1,0.944444444444444,0.888888888888889,8,5,0,1,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Côte d""Ivoire","CIV",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Côte d""Ivoire","CIV",2013,1,0.844444444444444,10,0,7,1,2,0,6.11111111111111,1,1.33333333333333,0,1,1,1,0,0.873015873015873,1,0.666666666666667,0,7,1,2,0,0,0,0,0,7,1,2,0,10,8.44444444444444,10,8,2,6.77777777777778,1.66666666666667,1,1,0.847222222222222,0.833333333333333,8,2,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","El Salvador","SLV",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","El Salvador","SLV",1950,1,0.888888888888889,3,1,0,1,0,3,0,1,0,2.55555555555556,0,1,0,1,0,1,0,0.851851851851852,0,1,0,2,0,0,0,1,0,1,0,3,4,3.55555555555556,4,1,3,0.888888888888889,2.66666666666667,1,1,0.888888888888889,0.888888888888889,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","El Salvador","SLV",1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","El Salvador","SLV",1983,1,1,4,1,4,1,0,0,4,1,0,0,1,1,0,0,1,1,0,0,4,0,0,0,0,1,0,0,4,1,0,0,5,5,5,4,1,4,1,1,1,1,1,4,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","El Salvador","SLV",1997,1,0.891534391534392,19,2,9,3,3,6,8.77777777777778,3,2,4.94444444444444,1,1,1,1,0.975308641975309,1,0.666666666666667,0.824074074074074,9,1,3,6,0,2,0,0,9,3,3,6,21,18.7222222222222,21,12,9,11.2222222222222,7.5,1,1,0.935185185185185,0.833333333333333,12,7,0,2,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","El Salvador","SLV",2006,1,0.904444444444444,23,2,13,3,3,6,12.6666666666667,3,2,4.94444444444444,1,1,1,1,0.974358974358974,1,0.666666666666667,0.824074074074074,13,1,3,6,0,2,0,0,13,3,3,6,25,22.6111111111111,25,16,9,15.1111111111111,7.5,1,1,0.944444444444444,0.833333333333333,16,7,0,2,16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","El Salvador","SLV",2010,1,0.907407407407407,25,2,14,3,3,7,13.6666666666667,3,2,5.83333333333333,1,1,1,1,0.976190476190476,1,0.666666666666667,0.833333333333333,14,1,3,7,0,2,0,0,14,3,3,7,27,24.5,27,18,9,17,7.5,1,1,0.944444444444444,0.833333333333333,18,7,0,2,18,9,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","El Salvador","SLV",2011,1,0.921875,30,2,14,8,3,7,13.6666666666667,8,2,5.83333333333333,1,1,1,1,0.976190476190476,1,0.666666666666667,0.833333333333333,14,6,3,7,0,2,0,0,14,8,3,7,32,29.5,32,18,14,17,12.5,1,1,0.944444444444444,0.892857142857143,18,12,0,2,18,14,0,0,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"59","El Salvador","SLV",2015,1,0.91468253968254,26,2,10,8,3,7,9.77777777777778,8,2,5.83333333333333,1,1,1,1,0.977777777777778,1,0.666666666666667,0.833333333333333,10,6,3,7,0,2,0,0,10,8,3,7,28,25.6111111111111,28,14,14,13.1111111111111,12.5,1,1,0.936507936507937,0.892857142857143,14,12,0,2,14,14,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60","El Salvador","SLV",2016,1,0.92037037037037,28,2,12,8,3,7,11.7777777777778,8,2,5.83333333333333,1,1,1,1,0.981481481481482,1,0.666666666666667,0.833333333333333,12,6,3,7,0,2,0,0,12,8,3,7,30,27.6111111111111,30,16,14,15.1111111111111,12.5,1,1,0.944444444444444,0.892857142857143,16,12,0,2,16,14,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"61","El Salvador","SLV",2022,1,0.910493827160494,17,1,5,6,3,4,5,6,2,3.38888888888889,1,1,1,1,1,1,0.666666666666667,0.847222222222222,5,5,3,4,0,1,0,0,5,6,3,4,18,16.3888888888889,18,6,12,5.88888888888889,10.5,1,1,0.981481481481482,0.875,6,11,0,1,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
