"","COUNTRY","iso3","year","de_jure","weighted_de_jure","pos_total","neg_total","de_jure_count_C","de_jure_count_GOV.PROT","de_jure_count_I","de_jure_count_P","weighted_de_jure_count_C","weighted_de_jure_count_GOV.PROT","weighted_de_jure_count_I","weighted_de_jure_count_P","de_jure_C","de_jure_GOV.PROT","de_jure_I","de_jure_P","weighted_de_jure_C","weighted_de_jure_GOV.PROT","weighted_de_jure_I","weighted_de_jure_P","pos_sum_C","pos_sum_GOV.PROT","pos_sum_I","pos_sum_P","neg_sum_C","neg_sum_GOV.PROT","neg_sum_I","neg_sum_P","legal_rule_count_C","legal_rule_count_GOV.PROT","legal_rule_count_I","legal_rule_count_P","de_jure_total","weighted_de_jure_total","legal_rule_count_total","de_jure_count_EXPRESSION","de_jure_count_OBLIGATION","weighted_de_jure_count_EXPRESSION","weighted_de_jure_count_OBLIGATION","de_jure_EXPRESSION","de_jure_OBLIGATION","weighted_de_jure_EXPRESSION","weighted_de_jure_OBLIGATION","pos_sum_EXPRESSION","pos_sum_OBLIGATION","neg_sum_EXPRESSION","neg_sum_OBLIGATION","legal_rule_count_EXPRESSION","legal_rule_count_OBLIGATION","APPEAL_NONREG","APPEAL_NONREG_CRISIS","APPEAL_REG","APPEAL_REG_CRISIS","C_DISINFO_GEN","C_DISINFO_GEN_CRISIS","C_DISINFO_GEN_DIGI","C_DISINFO_ICCPR","C_DISINFO_ICCPR_CRISIS","C_DISINFO_ICCPR_DIGI","C_DISINFO_NON-ICCPR","C_DISINFO_NON-ICCPR_CRISIS","C_DISINFO_NON-ICCPR_DIGI","C_EXPRESS_ICCPR","C_EXPRESS_ICCPR_CRISIS","C_EXPRESS_ICCPR_DIGI","C_EXPRESS_ICCPR_GOVOFF","C_EXPRESS_NON-ICCPR","C_EXPRESS_NON-ICCPR_CRISIS","C_EXPRESS_NON-ICCPR_DIGI","C_MALINFO_GEN","C_MALINFO_GEN_CRISIS","C_MALINFO_GEN_DIGI","C_MISINFO_GEN","C_MISINFO_GEN_CRISIS","C_MISINFO_GEN_DIGI","C_MISINFO_ICCPR","C_MISINFO_ICCPR_CRISIS","C_MISINFO_ICCPR_DIGI","C_MISINFO_NON-ICCPR","C_MISINFO_NON-ICCPR_CRISIS","C_MISINFO_NON-ICCPR_DIGI","EXEMPTION_LEG","EXEMPTION_LEG_CRISIS","EXEMPTION_SEPLEG","EXEMPTION_SEPLEG_CRISIS","GOV_CENSOR","GOV_CENSOR_CRISIS","GOV_NOWARRANT","GOV_NOWARRANT_CRISIS","GOV_OVERSIGHT","GOV_OVERSIGHT_CRISIS","GOV_REGULATOR","GOV_REGULATOR_CRISIS","GOV_WARRANT","GOV_WARRANT_CRISIS","IM_CORRECT","IM_CORRECT_CRISIS","IM_DAILY","IM_DAILY_CRISIS","IM_DATA","IM_DATA_CRISIS","IM_DEPLATFORM","IM_DEPLATFORM_CRISIS","IM_EMERGENCY","IM_EMERGENCY_CRISIS","IM_FUNDING","IM_FUNDING_CRISIS","IM_LICENSE","IM_LICENSE_CRISIS","IM_OVERSIGHT","IM_OVERSIGHT_CRISIS","IM_PREVENTION","IM_PREVENTION_CRISIS","IM_PUBINTEREST","IM_PUBINTEREST_CRISIS","IM_REPORT","IM_REPORT_CRISIS","I_DISINFO_GEN","I_DISINFO_GEN_CRISIS","I_DISINFO_GEN_DIGI","I_DISINFO_ICCPR","I_DISINFO_ICCPR_CRISIS","I_DISINFO_ICCPR_DIGI","I_DISINFO_NON-ICCPR","I_DISINFO_NON-ICCPR_CRISIS","I_DISINFO_NON-ICCPR_DIGI","I_EXPRESS_ICCPR","I_EXPRESS_ICCPR_CRISIS","I_EXPRESS_ICCPR_DIGI","I_EXPRESS_NON-ICCPR","I_EXPRESS_NON-ICCPR_CRISIS","I_EXPRESS_NON-ICCPR_DIGI","I_MALINFO_GEN","I_MALINFO_GEN_CRISIS","I_MALINFO_GEN_DIGI","I_MISINFO_GEN","I_MISINFO_GEN_CRISIS","I_MISINFO_GEN_DIGI","I_MISINFO_ICCPR","I_MISINFO_ICCPR_CRISIS","I_MISINFO_ICCPR_DIGI","I_MISINFO_NON-ICCPR","I_MISINFO_NON-ICCPR_CRISIS","I_MISINFO_NON-ICCPR_DIGI","LAWSUIT_LAWSUIT","LAWSUIT_LAWSUIT_CRISIS","PRESS_CORRECT","PRESS_CORRECT_CRISIS","PRESS_FUNDING","PRESS_FUNDING_CRISIS","PRESS_LICENSE","PRESS_LICENSE_CRISIS","PRESS_OVERSIGHT","PRESS_OVERSIGHT_CRISIS","PRESS_REPORT","PRESS_REPORT_CRISIS","P_DISINFO_GEN","P_DISINFO_GEN_CRISIS","P_DISINFO_GEN_DIGI","P_DISINFO_ICCPR","P_DISINFO_ICCPR_CRISIS","P_DISINFO_ICCPR_DIGI","P_DISINFO_NON-ICCPR","P_DISINFO_NON-ICCPR_CRISIS","P_DISINFO_NON-ICCPR_DIGI","P_EXPRESS_ICCPR","P_EXPRESS_ICCPR_CRISIS","P_EXPRESS_ICCPR_DIGI","P_EXPRESS_NON-ICCPR","P_EXPRESS_NON-ICCPR_CRISIS","P_EXPRESS_NON-ICCPR_DIGI","P_MALINFO_GEN","P_MALINFO_GEN_CRISIS","P_MALINFO_GEN_DIGI","P_MISINFO_GEN","P_MISINFO_GEN_CRISIS","P_MISINFO_GEN_DIGI","P_MISINFO_ICCPR","P_MISINFO_ICCPR_CRISIS","P_MISINFO_ICCPR_DIGI","P_MISINFO_NON-ICCPR","P_MISINFO_NON-ICCPR_CRISIS","P_MISINFO_NON-ICCPR_DIGI","REG_RULES","REG_RULES_CRISIS"
"11","Algeria","DZA",1990,0.789473684210526,0.666666666666667,17,-2,0,2,0,13,0,2,0,10.6666666666667,0,1,0,0.764705882352941,0,1,0,0.627450980392157,0,2,0,15,0,0,0,-2,0,2,0,17,15,12.6666666666667,19,9,6,7.33333333333333,5.33333333333333,0.692307692307692,1,0.564102564102564,0.888888888888889,11,6,-2,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,8,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12","Algeria","DZA",1995,0.521739130434783,0.445652173913043,35,-11,8,2,0,14,7,2,0,11.5,0.307692307692308,1,0,0.777777777777778,0.269230769230769,1,0,0.638888888888889,17,2,0,16,-9,0,0,-2,26,2,0,18,24,20.5,46,17,7,14.3333333333333,6.16666666666667,0.435897435897436,1,0.367521367521367,0.880952380952381,28,7,-11,0,39,7,0,0,0,0,0,0,0,2,0,0,2,0,0,11,0,1,0,-8,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,8,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13","Algeria","DZA",2001,0.48,0.401111111111111,37,-13,8,2,0,14,6.77777777777778,2,0,11.2777777777778,0.285714285714286,1,0,0.7,0.242063492063492,1,0,0.563888888888889,18,2,0,17,-10,0,0,-3,28,2,0,20,24,20.0555555555556,50,17,7,13.8888888888889,6.16666666666667,0.395348837209302,1,0.322997416020672,0.880952380952381,30,7,-13,0,43,7,0,0,0,0,0,0,0,2,0,0,3,0,0,11,0,1,0,-9,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,8,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"14","Algeria","DZA",2011,0.461538461538462,0.381410256410256,38,-14,8,2,0,14,6.55555555555556,2,0,11.2777777777778,0.266666666666667,1,0,0.7,0.218518518518519,1,0,0.563888888888889,19,2,0,17,-11,0,0,-3,30,2,0,20,24,19.8333333333333,52,17,7,13.6666666666667,6.16666666666667,0.377777777777778,1,0.303703703703704,0.880952380952381,31,7,-14,0,45,7,0,0,0,0,0,0,0,2,0,0,3,0,1,11,0,1,0,-9,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,8,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15","Algeria","DZA",2012,0.391304347826087,0.322463768115942,32,-14,8,1,0,9,6.55555555555556,1,0,7.27777777777778,0.266666666666667,1,0,0.6,0.218518518518519,1,0,0.485185185185185,19,1,0,12,-11,0,0,-3,30,1,0,15,18,14.8333333333333,46,12,6,9.66666666666667,5.16666666666667,0.3,1,0.241666666666667,0.861111111111111,26,6,-14,0,40,6,0,0,0,0,0,0,0,2,0,0,3,0,1,11,0,1,0,-9,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Algeria","DZA",2016,0.404255319148936,0.329787234042553,33,-14,8,1,1,9,6.55555555555556,1,0.666666666666667,7.27777777777778,0.266666666666667,1,1,0.6,0.218518518518519,1,0.666666666666667,0.485185185185185,19,1,1,12,-11,0,0,-3,30,1,1,15,19,15.5,47,12,7,9.66666666666667,5.83333333333333,0.3,1,0.241666666666667,0.833333333333333,26,7,-14,0,40,7,0,0,0,0,0,0,0,2,0,0,3,0,1,11,0,1,0,-9,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Algeria","DZA",2020,0.389830508474576,0.317325800376648,41,-18,11,1,1,10,9,1,0.666666666666667,8.05555555555556,0.268292682926829,1,1,0.625,0.219512195121951,1,0.666666666666667,0.503472222222222,26,1,1,13,-15,0,0,-3,41,1,1,16,23,18.7222222222222,59,16,7,12.8888888888889,5.83333333333333,0.307692307692308,1,0.247863247863248,0.833333333333333,34,7,-18,0,52,7,0,0,0,0,0,0,0,3,0,0,3,0,1,14,0,1,0,-13,0,-1,0,0,0,0,0,0,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18","Algeria","DZA",2021,0.478260869565217,0.400966183574879,17,-6,1,1,0,9,0.777777777777778,1,0,7.44444444444444,0.111111111111111,1,0,0.692307692307692,0.0864197530864197,1,0,0.572649572649573,5,1,0,11,-4,0,0,-2,9,1,0,13,11,9.22222222222222,23,6,5,4.88888888888889,4.33333333333333,0.333333333333333,1,0.271604938271605,0.866666666666667,12,5,-6,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19","Algeria","DZA",2023,0.307692307692308,0.260683760683761,17,-9,1,2,0,5,0.777777777777778,2,0,4,0.111111111111111,1,0,0.333333333333333,0.0864197530864197,1,0,0.266666666666667,5,2,0,10,-4,0,0,-5,9,2,0,15,8,6.77777777777778,26,4,4,3.11111111111111,3.66666666666667,0.181818181818182,1,0.141414141414141,0.916666666666667,13,4,-9,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"20","Algeria","DZA",2024,0.34375,0.278645833333333,43,-21,12,2,2,6,9.88888888888889,2,1.33333333333333,4.61111111111111,0.285714285714286,1,1,0.333333333333333,0.235449735449735,1,0.666666666666667,0.256172839506173,27,2,2,12,-15,0,0,-6,42,2,2,18,22,17.8333333333333,64,15,7,12,5.83333333333333,0.263157894736842,1,0.210526315789474,0.833333333333333,36,7,-21,0,57,7,0,0,0,0,0,0,0,3,0,0,3,0,1,14,0,2,0,-13,0,-1,0,0,0,0,0,0,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,-6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"21","Angola","AGO",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","Angola","AGO",2020,0.368421052631579,0.286549707602339,13,-6,3,0,0,4,2.55555555555556,0,0,2.88888888888889,0.272727272727273,0,0,0.5,0.232323232323232,0,0,0.361111111111111,7,0,0,6,-4,0,0,-2,11,0,0,8,7,5.44444444444444,19,7,0,5.44444444444444,0,0.368421052631579,0,0.286549707602339,0,13,0,-6,0,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Australia","AUS",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Australia","AUS",2018,1,0.944444444444444,2,0,2,0,0,0,1.88888888888889,0,0,0,1,0,0,0,0.944444444444444,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1.88888888888889,2,2,0,1.88888888888889,0,1,0,0.944444444444444,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Australia","AUS",2019,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Azerbaijan","AZE",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Azerbaijan","AZE",1998,1,0.685185185185185,9,0,0,0,9,0,0,0,6.16666666666667,0,0,0,1,0,0,0,0.685185185185185,0,0,0,9,0,0,0,0,0,0,0,9,0,9,6.16666666666667,9,7,2,5,1.16666666666667,1,1,0.714285714285714,0.583333333333333,7,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Bangladesh","BGD",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","Bangladesh","BGD",2006,0,0.0555555555555556,1,-1,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,1,0,0,0,-1,0,0,0,2,0,0,0,0,0.111111111111111,2,0,0,0.111111111111111,0,0,0,0.0555555555555556,0,1,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Bangladesh","BGD",2019,0.636363636363636,0.550505050505051,18,-4,10,2,2,0,8.77777777777778,2,1.33333333333333,0,0.714285714285714,0.333333333333333,1,0,0.626984126984127,0.333333333333333,0.666666666666667,0,12,4,2,0,-2,-2,0,0,14,6,2,0,14,12.1111111111111,22,10,4,8.77777777777778,3.33333333333333,0.714285714285714,0.5,0.626984126984127,0.416666666666667,12,6,-2,-2,14,8,0,0,0,0,0,0,0,4,0,0,2,0,0,5,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Bangladesh","BGD",2023,0.461538461538462,0.414529914529915,18,-6,8,4,0,0,6.77777777777778,4,0,0,0.5,0.5,0,0,0.423611111111111,0.5,0,0,12,6,0,0,-4,-2,0,0,16,8,2,0,12,10.7777777777778,26,8,4,6.77777777777778,4,0.5,0.4,0.423611111111111,0.4,12,6,-4,-2,16,10,0,0,0,0,0,0,0,4,0,0,2,0,0,5,0,0,0,-3,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"32","Bhutan","BTN",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Bhutan","BTN",2008,0.777777777777778,0.728395061728395,8,-1,1,6,0,0,0.555555555555556,6,0,0,0.333333333333333,1,0,0,0.185185185185185,1,0,0,2,6,0,0,-1,0,0,0,3,6,0,0,7,6.55555555555556,9,1,6,0.555555555555556,6,0.333333333333333,1,0.185185185185185,1,2,6,-1,0,3,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34","Bolivia","BOL",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Bolivia","BOL",2010,1,0.922222222222222,10,0,6,1,2,1,5.88888888888889,1,1.44444444444444,0.888888888888889,1,1,1,1,0.981481481481482,1,0.722222222222222,0.888888888888889,6,1,2,1,0,0,0,0,6,1,2,1,10,9.22222222222222,10,8,2,7.55555555555556,1.66666666666667,1,1,0.944444444444444,0.833333333333333,8,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
