,mean,std,median,zero_share,cond_mean
C_EXPRESS_CLASSIFIED_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_CLASSIFIED_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_CLASSIFIED_CRISIS,0.0,0.0,0.0,1.0,
C_EXPRESS_HATE_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_HATE_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_HEALTHOFF,0.0,0.0,0.0,1.0,
P_EXPRESS_HEALTHOFF,0.0,0.0,0.0,1.0,
I_EXPRESS_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
P_EXPRESS_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
C_EXPRESS_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
C_EXPRESS_PUBHEALTH,0.0,0.0,0.0,1.0,
P_EXPRESS_PUBHEALTH_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_HATE_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_HATE_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_HATE_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_HEALTHOFF,0.0,0.0,0.0,1.0,
P_MISINFO_HEALTHOFF,0.0,0.0,0.0,1.0,
C_MISINFO_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_IR_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_LIFE,0.0,0.0,0.0,1.0,
I_MISINFO_LIFE,0.0,0.0,0.0,1.0,
P_MISINFO_LIFE,0.0,0.0,0.0,1.0,
C_MISINFO_LIFE_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_LIFE_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_LIFE_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_HATE_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_HATE_DIGI,0.0,0.0,0.0,1.0,
I_EXPRESS_PUBHEALTH_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_HATE_DIGI,0.0,0.0,0.0,1.0,
P_EXPRESS_PUBHEALTH_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_RELIGION_DIGI,0.0,0.0,0.0,1.0,
P_EXPRESS_RELIGION_DIGI,0.0,0.0,0.0,1.0,
C_EXPRESS_RELIGION_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_RELIGION_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_REPUTATION_DIGI,0.0,0.0,0.0,1.0,
P_EXPRESS_REPUTATION_DIGI,0.0,0.0,0.0,1.0,
C_EXPRESS_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
C_EXPRESS_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
I_EXPRESS_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
P_EXPRESS_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_HATE,0.0,0.0,0.0,1.0,
P_DISINFO_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_LIFE_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_HATE_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_HEALTHOFF,0.0,0.0,0.0,1.0,
I_DISINFO_HEALTHOFF,0.0,0.0,0.0,1.0,
P_DISINFO_HEALTHOFF,0.0,0.0,0.0,1.0,
C_DISINFO_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_HEALTHOFF_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_LIFE,0.0,0.0,0.0,1.0,
P_DISINFO_LIFE,0.0,0.0,0.0,1.0,
C_DISINFO_LIFE_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_LIFE_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_LIFE_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_LIFE_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_HATE_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_HATE_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_MORAL,0.0,0.0,0.0,1.0,
P_DISINFO_HATE_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_GEN_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_GEN_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_GEN_CRISIS,0.0,0.0,0.0,1.0,
C_MALINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
I_MALINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
P_MALINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
I_MALINFO_GEN_CRISIS,0.0,0.0,0.0,1.0,
P_MALINFO_GEN_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_GEN_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_HATE,0.0,0.0,0.0,1.0,
P_DISINFO_HATE,0.0,0.0,0.0,1.0,
P_DISINFO_LIFE_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_MORAL,0.0,0.0,0.0,1.0,
P_DISINFO_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_PROPERTY_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_PROPERTY_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_PROPERTY_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_PUBHEALTH,0.0,0.0,0.0,1.0,
P_DISINFO_PUBHEALTH,0.0,0.0,0.0,1.0,
P_DISINFO_PUBHEALTH_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_PUBHEALTH_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_PUBHEALTH_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_REPUTATION_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_RIGHTS,0.0,0.0,0.0,1.0,
P_DISINFO_RIGHTS,0.0,0.0,0.0,1.0,
C_DISINFO_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_PROPERTY_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_PROPERTY_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_MORAL,0.0,0.0,0.0,1.0,
I_DISINFO_PROPERTY,0.0,0.0,0.0,1.0,
C_DISINFO_MORAL_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_MORAL_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_MORAL_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_MORAL_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_MORAL_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_MORAL_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_NATSEC,0.0,0.0,0.0,1.0,
P_DISINFO_NATSEC_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_NATSEC_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_NATSEC_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_NATSEC_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_ORDER_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_ORDER_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_ORDER_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_PROPERTY,0.0,0.0,0.0,1.0,
I_MISINFO_LIFE_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_HEALTHOFF_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_CONFIDENCE_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_ELECTION_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_ELECTION,0.0,0.0,0.0,1.0,
C_DISINFO_ELECTION_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_ELECTION_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_ELECTION_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_ELECTION_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_ELECTION_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_GOVAFFAIRS,0.0,0.0,0.0,1.0,
I_DISINFO_GOVCRITIC,0.0,0.0,0.0,1.0,
P_DISINFO_GOVAFFAIRS,0.0,0.0,0.0,1.0,
C_DISINFO_GOVAFFAIRS_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_GOVAFFAIRS_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_GOVAFFAIRS_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_GOVAFFAIRS_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_GOVAFFAIRS_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_ELECTION,0.0,0.0,0.0,1.0,
P_DISINFO_ECON_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_ECON_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_ECON_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_ECON_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_ECON,0.0,0.0,0.0,1.0,
P_DISINFO_CONFIDENCE_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_CONFIDENCE_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_MORAL,0.0,0.0,0.0,1.0,
P_DISINFO_CONFIDENCE_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_CONFIDENCE_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_CONFIDENCE_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_CONFIDENCE,0.0,0.0,0.0,1.0,
I_DISINFO_CONFIDENCE,0.0,0.0,0.0,1.0,
P_MISINFO_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_RIGHTS_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_GOVAFFAIRS_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_GOVCRITIC_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_INFRA_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_HISTORY_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_HISTORY_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_INFRA,0.0,0.0,0.0,1.0,
C_DISINFO_INFRA_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_INFRA_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_INFRA_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_INFRA_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_GOVCRITIC_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_INFRA_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_IR,0.0,0.0,0.0,1.0,
C_DISINFO_IR_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_IR_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_IR_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_IR_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_HISTORY_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_HISTORY_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_HISTORY_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_HISTORY_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_HISTORY,0.0,0.0,0.0,1.0,
I_DISINFO_HISTORY,0.0,0.0,0.0,1.0,
C_DISINFO_HISTORY,0.0,0.0,0.0,1.0,
P_DISINFO_GOVLEGIT_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_GOVLEGIT_CRISIS,0.0,0.0,0.0,1.0,
C_DISINFO_GOVLEGIT_CRISIS,0.0,0.0,0.0,1.0,
P_DISINFO_GOVLEGIT_DIGI,0.0,0.0,0.0,1.0,
I_DISINFO_GOVLEGIT_DIGI,0.0,0.0,0.0,1.0,
C_DISINFO_GOVLEGIT_DIGI,0.0,0.0,0.0,1.0,
P_DISINFO_GOVLEGIT,0.0,0.0,0.0,1.0,
I_DISINFO_GOVLEGIT,0.0,0.0,0.0,1.0,
P_DISINFO_GOVCRITIC_CRISIS,0.0,0.0,0.0,1.0,
I_DISINFO_GOVCRITIC_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
LAWSUIT_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_PUBHEALTH_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_NATSEC_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_NATSEC,0.0,0.0,0.0,1.0,
C_MISINFO_NATSEC_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_NATSEC_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_NATSEC_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_PUBHEALTH_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_PUBHEALTH_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_NATSEC_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_NATSEC_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_PUBHEALTH,0.0,0.0,0.0,1.0,
P_MISINFO_PROPERTY_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_PUBHEALTH_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_PROPERTY_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_ORDER,0.0,0.0,0.0,1.0,
P_MISINFO_PROPERTY_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_ORDER_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_PROPERTY_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_PROPERTY_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_PROPERTY,0.0,0.0,0.0,1.0,
P_MISINFO_ORDER_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_ORDER_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_PUBHEALTH_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_ORDER_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_REPUTATION,0.0,0.0,0.0,1.0,
P_MISINFO_REPUTATION_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_MORAL,0.0,0.0,0.0,1.0,
C_MISINFO_RIGHTS_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_RIGHTS,0.0,0.0,0.0,1.0,
I_MISINFO_RIGHTS,0.0,0.0,0.0,1.0,
C_MISINFO_RIGHTS,0.0,0.0,0.0,1.0,
P_MISINFO_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
P_MISINFO_REPUTATION,0.0,0.0,0.0,1.0,
I_MISINFO_MORAL_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_MORAL_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_MORAL_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_REPUTATION_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_MORAL_DIGI,0.0,0.0,0.0,1.0,
I_MISINFO_REPUTATION_DIGI,0.0,0.0,0.0,1.0,
C_MISINFO_REPUTATION_DIGI,0.0,0.0,0.0,1.0,
P_MISINFO_MORAL_CRISIS,0.0,0.0,0.0,1.0,
I_MISINFO_MORAL_CRISIS,0.0,0.0,0.0,1.0,
C_MISINFO_GOVAFFAIRS,-0.00011655011655011655,0.010795837927188263,0.0,0.9998834498834499,-1.0
C_MISINFO_GOVCRITIC,-0.00011655011655011655,0.010795837927188263,0.0,0.9998834498834499,-1.0
P_MISINFO_GEN_CRISIS,-0.00011655011655011655,0.010795837927188263,0.0,0.9998834498834499,-1.0
P_EXPRESS_ECON,-0.00034965034965034965,0.01869676005547442,0.0,0.9996503496503496,-1.0
I_EXPRESS_ELECTION_DIGI,-0.0004662004662004662,0.021587900315772592,0.0,0.9995337995337995,-1.0
C_MISINFO_GEN_CRISIS,-0.0005827505827505828,0.024134599074551944,0.0,0.9994172494172494,-1.0
P_EXPRESS_NATREP,-0.0005827505827505828,0.024134599074551937,0.0,0.9994172494172494,-1.0
I_MISINFO_HISTORY_DIGI,-0.0006993006993006993,0.026436587032158114,0.0,0.9993006993006993,-1.0
I_MISINFO_GOVAFFAIRS_DIGI,-0.0006993006993006993,0.026436587032158114,0.0,0.9993006993006993,-1.0
I_EXPRESS_CONFIDENCE_DIGI,-0.0006993006993006993,0.026436587032158114,0.0,0.9993006993006993,-1.0
C_EXPRESS_CONFIDENCE_CRISIS,-0.0006993006993006993,0.02643658703215811,0.0,0.9993006993006993,-1.0
C_MISINFO_STATEOP_CRISIS,-0.0006993006993006993,0.02643658703215811,0.0,0.9993006993006993,-1.0
I_EXPRESS_NATREP_DIGI,-0.0006993006993006993,0.026436587032158114,0.0,0.9993006993006993,-1.0
P_EXPRESS_CONFIDENCE_CRISIS,-0.0006993006993006993,0.02643658703215811,0.0,0.9993006993006993,-1.0
C_MISINFO_IR,-0.0008158508158508159,0.028553112340027925,0.0,0.9991841491841492,-1.0
P_MISINFO_GOVLEGIT,-0.001048951048951049,0.03237240942547617,0.0,0.9989510489510489,-1.0
GOV_NOWARRANT_CRISIS,-0.001282051282051282,0.03578486936701844,0.0,0.9987179487179487,-1.0
GOV_CENSOR_CRISIS,-0.001282051282051282,0.03578486936701844,0.0,0.9987179487179487,-1.0
C_MISINFO_GOVAFFAIRS_CRISIS,-0.0013986013986013986,0.03737389611583665,0.0,0.9986013986013986,-1.0
C_EXPRESS_GOVCRITIC_DIGI,-0.0013986013986013986,0.03737389611583665,0.0,0.9986013986013986,-1.0
P_EXPRESS_HISTORY,-0.0016317016317016317,0.04036370979387962,0.0,0.9983682983682983,-1.0
I_EXPRESS_NATINT,-0.0018648018648018648,0.04314558310728029,0.0,0.9981351981351981,-1.0
C_MISINFO_CONFIDENCE,-0.0019813519813519816,0.04447085249688154,0.0,0.998018648018648,-1.0
C_MISINFO_UNITY,-0.0019813519813519816,0.04447085249688154,0.0,0.998018648018648,-1.0
P_MISINFO_GEN,-0.0022144522144522147,0.04700857335620132,0.0,0.9977855477855477,-1.0
I_MISINFO_GEN,-0.002331002331002331,0.04822696171270962,0.0,0.9976689976689976,-1.0
P_EXPRESS_ELECTION,-0.002564102564102564,0.0505749548400035,0.0,0.9974358974358974,-1.0
I_EXPRESS_UNITY,-0.0030303030303030303,0.0549679219801276,0.0,0.996969696969697,-1.0
C_MISINFO_ELECTION,-0.0030303030303030303,0.05496792198012761,0.0,0.996969696969697,-1.0
P_EXPRESS_GOVAFFAIRS,-0.0030303030303030303,0.05496792198012761,0.0,0.996969696969697,-1.0
I_EXPRESS_GOVLEGIT,-0.003146853146853147,0.056011749809163625,0.0,0.9968531468531469,-1.0
C_MISINFO_GEN,-0.004312354312354313,0.06553059139788905,0.0,0.9956876456876457,-1.0
C_EXPRESS_ELECTION,-0.005128205128205128,0.07143179500400197,0.0,0.9948717948717949,-1.0
P_EXPRESS_IR,-0.005594405594405594,0.07459059375645183,0.0,0.9944055944055944,-1.0
I_EXPRESS_IR,-0.005710955710955711,0.07535915726861794,0.0,0.9942890442890443,-1.0
I_EXPRESS_STATEOP,-0.005710955710955711,0.07535915726861794,0.0,0.9942890442890443,-1.0
I_EXPRESS_GOVAFFAIRS,-0.005710955710955711,0.07535915726861794,0.0,0.9942890442890443,-1.0
C_MISINFO_ECON,-0.007575757575757576,0.08671356203861028,0.0,0.9924242424242424,-1.0
P_EXPRESS_UNITY,-0.007925407925407926,0.08867644742490599,0.0,0.992074592074592,-1.0
C_EXPRESS_NATREP,-0.008158508158508158,0.08996049205303204,0.0,0.9918414918414918,-1.0
C_EXPRESS_HISTORY,-0.009906759906759906,0.09904422922868619,0.0,0.9900932400932401,-1.0
C_EXPRESS_INFRA,-0.010256410256410256,0.10075911655237665,0.0,0.9897435897435898,-1.0
P_EXPRESS_CONFIDENCE,-0.011072261072261072,0.10464675074089283,0.0,0.9889277389277389,-1.0
P_EXPRESS_STATEOP,-0.011072261072261072,0.10464675074089283,0.0,0.9889277389277389,-1.0
P_EXPRESS_GOVLEGIT,-0.014801864801864802,0.12076617664670458,0.0,0.9851981351981351,-1.0
C_EXPRESS_CONFIDENCE,-0.015617715617715617,0.12399836532770461,0.0,0.9843822843822844,-1.0
GOV_NOWARRANT,-0.016433566433566433,0.16183283592391262,0.0,0.9735431235431236,-0.6211453744493393
P_EXPRESS_NATINT,-0.0175990675990676,0.13149659968317237,0.0,0.9824009324009324,-1.0
P_EXPRESS_GOVCRITIC,-0.017948717948717947,0.18105771830603712,0.0,0.9668997668997669,-0.5422535211267606
C_EXPRESS_STATEOP,-0.018298368298368298,0.1340359351535209,0.0,0.9817016317016317,-1.0
C_EXPRESS_ECON,-0.019230769230769232,0.137343166001586,0.0,0.9807692307692307,-1.0
C_EXPRESS_GOVLEGIT,-0.01993006993006993,0.13976816184448926,0.0,0.98006993006993,-1.0
C_EXPRESS_NATINT,-0.023426573426573425,0.1512628037606145,0.0,0.9765734265734266,-1.0
C_EXPRESS_IR,-0.023543123543123542,0.15162956354821372,0.0,0.9764568764568765,-1.0
C_EXPRESS_UNITY,-0.029137529137529136,0.16820175667775697,0.0,0.9708624708624709,-1.0
C_EXPRESS_GOVAFFAIRS,-0.031118881118881118,0.1736491025322747,0.0,0.9688811188811188,-1.0
C_EXPRESS_GOVCRITIC,-0.040326340326340325,0.19673494258075144,0.0,0.9596736596736597,-1.0
